"Term","GO","id","level"
"gap filling involved in double-strand break repair via nonhomologous end joining","biological_process","GO:0061674",6
"gap filling involved in double-strand break repair via nonhomologous end joining","biological_process","GO:0061674",9
"RBL family protein binding","molecular_function","GO:0061675",4
"importin-alpha family protein binding","molecular_function","GO:0061676",4
"2-dehydro-3-deoxy-D-gluconate aldolase activity","molecular_function","GO:0061677",6
"Entner-Doudoroff pathway","biological_process","GO:0061678",6
"Entner-Doudoroff pathway through gluconate","biological_process","GO:0061679",8
"Entner-Doudoroff pathway through gluconate to D-glyceraldehyde","biological_process","GO:0061680",6
"Entner-Doudoroff pathway through gluconate to D-glyceraldehyde-3-phosphate","biological_process","GO:0061681",6
"seminal vesicle morphogenesis","biological_process","GO:0061682",5
"seminal vesicle morphogenesis","biological_process","GO:0061682",4
"branching involved in seminal vesicle morphogenesis","biological_process","GO:0061683",6
"branching involved in seminal vesicle morphogenesis","biological_process","GO:0061683",4
"chaperone-mediated autophagy","biological_process","GO:0061684",4
"diphthine methylesterase activity","molecular_function","GO:0061685",6
"hercynylcysteine sulfoxide synthase activity","molecular_function","GO:0061686",5
"detoxification of inorganic compound","biological_process","GO:0061687",3
"detoxification of inorganic compound","biological_process","GO:0061687",6
"glycolytic process via Entner-Doudoroff Pathway","biological_process","GO:0061688",8
"tricellular tight junction","cellular_component","GO:0061689",5
"lipoamidase activity","molecular_function","GO:0061690",6
"detoxification of hydrogen peroxide","biological_process","GO:0061691",4
"detoxification of hydrogen peroxide","biological_process","GO:0061691",7
"cellular detoxification of hydrogen peroxide","biological_process","GO:0061692",7
"cellular detoxification of hydrogen peroxide","biological_process","GO:0061692",8
"alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity","molecular_function","GO:0061693",6
"alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase complex","cellular_component","GO:0061694",7
"transferase complex, transferring phosphorus-containing groups","cellular_component","GO:0061695",6
"pituitary gonadotropin complex","cellular_component","GO:0061696",3
"pituitary gonadotropin complex","cellular_component","GO:0061696",4
"protein-glutaryllysine deglutarylase activity","molecular_function","GO:0061697",6
"protein deglutarylation","biological_process","GO:0061698",8
"peptidyl-lysine deglutarylation","biological_process","GO:0061699",9
"GATOR2 complex","cellular_component","GO:0061700",4
"GATOR2 complex","cellular_component","GO:0061700",5
"bacterial outer membrane vesicle","cellular_component","GO:0061701",5
"inflammasome complex","cellular_component","GO:0061702",4
"inflammasome complex","cellular_component","GO:0061702",7
"pyroptosome complex","cellular_component","GO:0061703",4
"glycolytic process from sucrose","biological_process","GO:0061704",8
"sucrose catabolic process to fructose-6-phosphate through glucose and fructose","biological_process","GO:0061705",7
"glycolytic process from sucrose through glucose and fructose","biological_process","GO:0061706",8
"extracellular exosome macropinocytosis","biological_process","GO:0061707",8
"tRNA-5-taurinomethyluridine 2-sulfurtransferase","molecular_function","GO:0061708",6
"reticulophagy","biological_process","GO:0061709",5
"L-threonylcarbamoyladenylate synthase","molecular_function","GO:0061710",6
"N(6)-L-threonylcarbamoyladenine synthase activity","molecular_function","GO:0061711",6
"tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase","molecular_function","GO:0061712",6
"anterior neural tube closure","biological_process","GO:0061713",7
"anterior neural tube closure","biological_process","GO:0061713",6
"folic acid receptor activity","molecular_function","GO:0061714",5
"obsolete miRNA 2'-O-methylation","biological_process","GO:0061715",6
"miRNA export from nucleus","biological_process","GO:0061716",7
"miRNA export from nucleus","biological_process","GO:0061716",8
"glucose catabolic process to pyruvate","biological_process","GO:0061718",10
"glucose catabolic process to pyruvate utilizing ADP","biological_process","GO:0061719",5
"6-sulfoquinovose(1-) catabolic process to glycerone phosphate and 3-sulfolactaldehyde","biological_process","GO:0061720",6
"6-sulfoquinovose(1-) catabolic process to 3-sulfopropanediol(1-)","biological_process","GO:0061721",6
"sulphoglycolysis","biological_process","GO:0061722",6
"glycophagy","biological_process","GO:0061723",5
"lipophagy","biological_process","GO:0061724",6
"cytosolic lipolysis","biological_process","GO:0061725",6
"mitochondrion disassembly","biological_process","GO:0061726",7
"methylglyoxal catabolic process to lactate","biological_process","GO:0061727",7
"GDP-mannose biosynthetic process from mannose","biological_process","GO:0061728",4
"GDP-mannose biosynthetic process from fructose-6-phosphate","biological_process","GO:0061729",6
"C-rich strand telomeric DNA binding","molecular_function","GO:0061730",9
"ribonucleoside-diphosphate reductase activity","molecular_function","GO:0061731",6
"mitochondrial acetyl-CoA biosynthetic process from pyruvate","biological_process","GO:0061732",6
"peptide-lysine-N-acetyltransferase activity","molecular_function","GO:0061733",9
"parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization","biological_process","GO:0061734",7
"DNM1L-mediated stimulation of mitophagy in response to mitochondrial depolarization","biological_process","GO:0061735",7
"engulfment of target by autophagosome","biological_process","GO:0061736",5
"engulfment of target by autophagosome","biological_process","GO:0061736",6
"leukotriene signaling pathway","biological_process","GO:0061737",6
"leukotriene signaling pathway","biological_process","GO:0061737",7
"late endosomal microautophagy","biological_process","GO:0061738",4
"protein lipidation involved in autophagosome assembly","biological_process","GO:0061739",9
"protein lipidation involved in autophagosome assembly","biological_process","GO:0061739",7
"protein targeting to lysosome involved in chaperone-mediated autophagy","biological_process","GO:0061740",8
"protein targeting to lysosome involved in chaperone-mediated autophagy","biological_process","GO:0061740",5
"obsolete chaperone-mediated protein transport involved in chaperone-mediated autophagy","biological_process","GO:0061741",5
"obsolete chaperone-mediated protein transport involved in chaperone-mediated autophagy","biological_process","GO:0061741",7
"chaperone-mediated autophagy translocation complex","cellular_component","GO:0061742",7
"chaperone-mediated autophagy translocation complex","cellular_component","GO:0061742",4
"motor learning","biological_process","GO:0061743",8
"motor behavior","biological_process","GO:0061744",4
"obsolete single-stranded DNA-dependent GTPase activity","molecular_function","GO:0061746",10
"forked DNA-dependent helicase activity","molecular_function","GO:0061749",10
"acid sphingomyelin phosphodiesterase activity","molecular_function","GO:0061750",8
"neutral sphingomyelin phosphodiesterase activity","molecular_function","GO:0061751",8
"telomeric repeat-containing RNA binding","molecular_function","GO:0061752",6
"substrate localization to autophagosome","biological_process","GO:0061753",5
"negative regulation of circulating fibrinogen levels","biological_process","GO:0061754",5
"positive regulation of circulating fibrinogen levels","biological_process","GO:0061755",5
"leukocyte adhesion to vascular endothelial cell","biological_process","GO:0061756",7
"leukocyte adhesion to arterial endothelial cell","biological_process","GO:0061757",7
"2-hydroxyglutarate dehydrogenase activity, forward reaction","molecular_function","GO:0061758",6
"alpha-ketoglutarate reductase activity","molecular_function","GO:0061759",6
"antifungal innate immune response","biological_process","GO:0061760",5
"alpha-latrotoxin receptor binding","molecular_function","GO:0061761",6
"CAMKK-AMPK signaling cascade","biological_process","GO:0061762",6
"CAMKK-AMPK signaling cascade","biological_process","GO:0061762",7
"multivesicular body-lysosome fusion","biological_process","GO:0061763",7
"multivesicular body-lysosome fusion","biological_process","GO:0061763",9
"late endosome to lysosome transport via multivesicular body sorting pathway","biological_process","GO:0061764",8
"modulation by virus of host NIK/NF-kappaB cascade","biological_process","GO:0061765",9
"modulation by virus of host NIK/NF-kappaB cascade","biological_process","GO:0061765",7
"positive regulation of lung blood pressure","biological_process","GO:0061766",8
"positive regulation of lung blood pressure","biological_process","GO:0061766",6
"negative regulation of lung blood pressure","biological_process","GO:0061767",8
"negative regulation of lung blood pressure","biological_process","GO:0061767",6
"magnesium:sodium antiporter activity","molecular_function","GO:0061768",8
"ribosylnicotinate kinase activity","molecular_function","GO:0061769",6
"translation elongation factor binding","molecular_function","GO:0061770",4
"response to caloric restriction","biological_process","GO:0061771",4
"xenobiotic transport across blood-nerve barrier","biological_process","GO:0061772",6
"xenobiotic transport across blood-nerve barrier","biological_process","GO:0061772",7
"eNoSc complex","cellular_component","GO:0061773",7
"eNoSc complex","cellular_component","GO:0061773",6
"cohesin unloading","biological_process","GO:0061774",9
"cohesin unloading","biological_process","GO:0061774",8
"cohesin loading activity","molecular_function","GO:0061775",11
"topological DNA co-entrapment activity","molecular_function","GO:0061776",6
"obsolete DNA clamp activity","molecular_function","GO:0061777",6
"intracellular chloride channel activity","molecular_function","GO:0061778",NA
"Tapasin-ERp57 complex","cellular_component","GO:0061779",NA
"mitotic cohesin loading","biological_process","GO:0061780",NA
"mitotic cohesin unloading","biological_process","GO:0061781",NA
"vesicle fusion with vesicle","biological_process","GO:0061782",NA
"peptidoglycan muralytic activity","molecular_function","GO:0061783",NA
"peptidoglycan N-acetylglucosaminidase activity","molecular_function","GO:0061784",NA
"peptidoglycan endopeptidase activity","molecular_function","GO:0061785",NA
"peptidoglycan stem peptide endopeptidase activity","molecular_function","GO:0061786",NA
"peptidoglycan cross-bridge peptide endopeptidase activity","molecular_function","GO:0061787",NA
"EGF repeat binding","molecular_function","GO:0061788",NA
"dense core granule priming","biological_process","GO:0061789",NA
"dense core granule docking","biological_process","GO:0061790",NA
"GTPase motor activity","molecular_function","GO:0061791",NA
"secretory granule maturation","biological_process","GO:0061792",NA
"chromatin lock complex","cellular_component","GO:0061793",NA
"conidium development","biological_process","GO:0061794",NA
"Golgi lumen acidification","biological_process","GO:0061795",NA
"membrane addition at site of mitotic cytokinesis","biological_process","GO:0061796",NA
"pH-gated chloride channel activity","molecular_function","GO:0061797",NA
"GTP 3',8'-cyclase activity","molecular_function","GO:0061798",NA
"cyclic pyranopterin monophosphate synthase activity","molecular_function","GO:0061799",NA
"fibronectin fibril","cellular_component","GO:0061800",NA
"laminin-5B complex","cellular_component","GO:0061801",NA
"anterior cell cortex","cellular_component","GO:0061802",NA
"posterior cell cortex","cellular_component","GO:0061803",NA
"mitotic spindle formation (spindle phase one)","biological_process","GO:0061804",NA
"mitotic spindle elongation (spindle phase three)","biological_process","GO:0061805",NA
"regulation of DNA recombination at centromere","biological_process","GO:0061806",NA
"positive regulation of DNA recombination at centromere","biological_process","GO:0061807",NA
"negative regulation of DNA recombination at centromere","biological_process","GO:0061808",NA
"NAD+ nucleotidase, cyclic ADP-ribose generating","molecular_function","GO:0061809",NA
"NAD glycohydrolase activity","molecular_function","GO:0061810",NA
"ADP-ribosyl cyclase activity","molecular_function","GO:0061811",NA
"cyclic ADP-ribose hydrolase","molecular_function","GO:0061812",NA
"obsolete ARID domain binding","molecular_function","GO:0061813",NA
"Met1-linked polyubiquitin deubiquitinase activity","molecular_function","GO:0061815",NA
"proteaphagy","biological_process","GO:0061816",NA
"endoplasmic reticulum-plasma membrane tethering","biological_process","GO:0061817",NA
"tRNA folding","biological_process","GO:0061818",NA
"telomeric DNA-containing double minutes formation","biological_process","GO:0061819",NA
"telomeric D-loop disassembly","biological_process","GO:0061820",NA
"telomeric D-loop binding","molecular_function","GO:0061821",NA
"ciliary cap","cellular_component","GO:0061822",NA
"ring centriole","cellular_component","GO:0061823",NA
"cytosolic ciliogenesis","biological_process","GO:0061824",NA
"podosome core","cellular_component","GO:0061825",NA
"podosome ring","cellular_component","GO:0061826",NA
"sperm head","cellular_component","GO:0061827",NA
"apical tubulobulbar complex","cellular_component","GO:0061828",NA
"basal tubulobulbar complex","cellular_component","GO:0061829",NA
"concave side of sperm head","cellular_component","GO:0061830",NA
"apical ectoplasmic specialization","cellular_component","GO:0061831",NA
"basal ectoplasmic specialization","cellular_component","GO:0061832",NA
"protein localization to tricellular tight junction","biological_process","GO:0061833",NA
"actin filament branch point","cellular_component","GO:0061834",NA
"ventral surface of cell","cellular_component","GO:0061835",NA
"intranuclear rod","cellular_component","GO:0061836",NA
"neuropeptide processing","biological_process","GO:0061837",NA
"CENP-T-W-S-X complex","cellular_component","GO:0061838",NA
"high-affinity ferrous iron transmembrane transporter activity","molecular_function","GO:0061840",NA
"high-affinity iron exporter complex","cellular_component","GO:0061841",NA
"microtubule organizing center localization","biological_process","GO:0061842",NA
"Sertoli cell barrier remodeling","biological_process","GO:0061843",NA
"antimicrobial humoral immune response mediated by antimicrobial peptide","biological_process","GO:0061844",NA
"neuron projection branch point","cellular_component","GO:0061845",NA
"dendritic spine cytoplasm","cellular_component","GO:0061846",NA
"response to cholecystokinin","biological_process","GO:0061847",NA
"cellular response to cholecystokinin","biological_process","GO:0061848",NA
"telomeric G-quadruplex DNA binding","molecular_function","GO:0061849",NA
"growth cone leading edge","cellular_component","GO:0061850",NA
"leading edge of lamellipodium","cellular_component","GO:0061851",NA
"retrograte transporter complex, Golgi to ER","cellular_component","GO:0061852",NA
"regulation of neuroblast migration","biological_process","GO:0061853",NA
"positive regulation of neuroblast migration","biological_process","GO:0061854",NA
"negative regulation of neuroblast migration","biological_process","GO:0061855",NA
"Golgi calcium ion transmembrane transport","biological_process","GO:0061856",NA
"endoplasmic reticulum stress-induced pre-emptive quality control","biological_process","GO:0061857",NA
"DNA clamp unloader activity","molecular_function","GO:0061860",NA
"cellular response to differentiation-inducing factor 2","biological_process","GO:0061862",NA
"microtubule plus end polymerase","molecular_function","GO:0061863",NA
"basement membrane constituent secretion","biological_process","GO:0061864",NA
"polarized secretion of basement membrane proteins in epithelium","biological_process","GO:0061865",NA
"obsolete negative regulation of histone H3-S10 phosphorylation","biological_process","GO:0061866",NA
"establishment of mitotic spindle asymmetry","biological_process","GO:0061867",NA
"hepatic stellate cell migration","biological_process","GO:0061868",NA
"regulation of hepatic stellate cell migration","biological_process","GO:0061869",NA
"positive regulation of hepatic stellate cell migration","biological_process","GO:0061870",NA
"negative regulation of hepatic stellate cell migration","biological_process","GO:0061871",NA
"hepatic stellate cell contraction","biological_process","GO:0061872",NA
"regulation of hepatic stellate cell contraction","biological_process","GO:0061873",NA
"positive regulation of hepatic stellate cell contraction","biological_process","GO:0061874",NA
"negative regulation of hepatic stellate cell contraction","biological_process","GO:0061875",NA
"regulation of anterograde axonal transport of mitochondrion","biological_process","GO:0061880",NA
"positive regulation of anterograde axonal transport of mitochondrion","biological_process","GO:0061881",NA
"negative regulation of anterograde axonal transport of mitochondrion","biological_process","GO:0061882",NA
"clathrin-dependent endocytosis involved in vitellogenesis","biological_process","GO:0061883",NA
"regulation of mini excitatory postsynaptic potential","biological_process","GO:0061884",NA
"positive regulation of mini excitatory postsynaptic potential","biological_process","GO:0061885",NA
"negative regulation of mini excitatory postsynaptic potential","biological_process","GO:0061886",NA
"obsolete reproduction of symbiont in host","biological_process","GO:0061887",NA
"regulation of astrocyte activation","biological_process","GO:0061888",NA
"negative regulation of astrocyte activation","biological_process","GO:0061889",NA
"positive regulation of astrocyte activation","biological_process","GO:0061890",NA
"calcium ion sensor activity","molecular_function","GO:0061891",NA
"all-trans retinol 3,4-desaturase activity","molecular_function","GO:0061896",NA
"all-trans retinal 3,4-desaturase activity","molecular_function","GO:0061897",NA
"all-trans retinoic acid 3,4-desaturase activity","molecular_function","GO:0061898",NA
"11-cis-retinal 3,4-desaturase activity","molecular_function","GO:0061899",NA
"glial cell activation","biological_process","GO:0061900",NA
"regulation of 1-phosphatidylinositol-3-kinase activity","biological_process","GO:0061901",NA
"negative regulation of 1-phosphatidylinositol-3-kinase activity","biological_process","GO:0061902",NA
"positive regulation of 1-phosphatidylinositol-3-kinase activity","biological_process","GO:0061903",NA
"autophagosome localization","biological_process","GO:0061906",NA
"negative regulation of AMPA receptor activity","biological_process","GO:0061907",NA
"phagophore","cellular_component","GO:0061908",NA
"autophagosome-lysosome fusion","biological_process","GO:0061909",NA
"autophagosome-endosome fusion","biological_process","GO:0061910",NA
"amphisome-lysosome fusion","biological_process","GO:0061911",NA
"selective autophagy","biological_process","GO:0061912",NA
"positive regulation of growth plate cartilage chondrocyte proliferation","biological_process","GO:0061913",NA
"negative regulation of growth plate cartilage chondrocyte proliferation","biological_process","GO:0061914",NA
"actin fusion focus localization","biological_process","GO:0061915",NA
"leading edge of axonal growth cone","cellular_component","GO:0061916",NA
"leading edge of dendritic growth cone","cellular_component","GO:0061917",NA
"process utilizing autophagic mechanism","biological_process","GO:0061919",NA
"protein propionyltransferase activity","molecular_function","GO:0061920",NA
"peptidyl-lysine propionylation","biological_process","GO:0061921",NA
"histone propionyltransferase activity","molecular_function","GO:0061922",NA
"(2S,3R,6S,9S)-(-)-protoillud-7-ene synthase activity","molecular_function","GO:0061923",NA
"regulation of formation of radial glial scaffolds","biological_process","GO:0061924",NA
"negative regulation of formation of radial glial scaffolds","biological_process","GO:0061925",NA
"positive regulation of formation of radial glial scaffolds","biological_process","GO:0061926",NA
"TOC-TIC supercomplex I","cellular_component","GO:0061927",NA
"glutathione specific gamma-glutamylcyclotransferase activity","molecular_function","GO:0061928",NA
"gamma-glutamylaminecyclotransferase activity","molecular_function","GO:0061929",NA
"regulation of erythrocyte enucleation","biological_process","GO:0061930",NA
"positive regulation of erythrocyte enucleation","biological_process","GO:0061931",NA
"negative regulation of erythrocyte enucleation","biological_process","GO:0061932",NA
"regulation of adenine biosynthetic process","biological_process","GO:0061934",NA
"fusion of sperm to egg plasma membrane involved in double fertilization forming two zygotes","biological_process","GO:0061935",NA
"fusion of sperm to egg plasma membrane involved in double fertilization forming a zygote and endosperm","biological_process","GO:0061936",NA
"protein localization to somatodendritic compartment","biological_process","GO:0061938",NA
"c-di-GMP signaling","biological_process","GO:0061939",NA
"regulation of c-di-GMP signaling","biological_process","GO:0061940",NA
"positive regulation of c-di-GMP signaling","biological_process","GO:0061941",NA
"negative regulation of c-di-GMP signaling","biological_process","GO:0061942",NA
"negative regulation of protein K48-linked ubiquitination","biological_process","GO:0061944",NA
"regulation of protein K48-linked ubiquitination","biological_process","GO:0061945",NA
"premature acrosome loss","biological_process","GO:0061948",NA
"regulation of premature acrosome loss","biological_process","GO:0061949",NA
"negative regulation of premature acrosome loss","biological_process","GO:0061950",NA
"establishment of protein localization to plasma membrane","biological_process","GO:0061951",NA
"midbody abscission","biological_process","GO:0061952",NA
"mRNA (adenine-N1-)-methyltransferase activity","molecular_function","GO:0061953",NA
"positive regulation of actin filament polymerization involved in sperm capacitation","biological_process","GO:0061954",NA
"positive regulation of actin filament depolymerization involved in acrosome reaction","biological_process","GO:0061955",NA
"penetration of cumulus oophorus","biological_process","GO:0061956",NA
"NVT complex","cellular_component","GO:0061957",NA
"response to (R)-carnitine","biological_process","GO:0061959",NA
"regulation of heme oxygenase activity","biological_process","GO:0061960",NA
"positive regulation of heme oxygenase activity","biological_process","GO:0061961",NA
"negative regulation of heme oxygenase activity","biological_process","GO:0061962",NA
"regulation of entry into reproductive diapause","biological_process","GO:0061963",NA
"negative regulation of entry into reproductive diapause","biological_process","GO:0061964",NA
"positive regulation of entry into reproductive diapause","biological_process","GO:0061965",NA
"establishment of left/right asymmetry","biological_process","GO:0061966",NA
"establishment of left sidedness","biological_process","GO:0061967",NA
"maintenance of left/right asymmetry","biological_process","GO:0061968",NA
"maintenance of left sidedness","biological_process","GO:0061969",NA
"maintenance of right sidedness","biological_process","GO:0061970",NA
"replacement bone morphogenesis","biological_process","GO:0061971",NA
"dermal bone morphogenesis","biological_process","GO:0061972",NA
"membrane bone morphogenesis","biological_process","GO:0061973",NA
"perichondral bone morphogenesis","biological_process","GO:0061974",NA
"articular cartilage development","biological_process","GO:0061975",NA
"temporomandibular joint articular cartilage development","biological_process","GO:0061976",NA
"hip joint articular cartilage development","biological_process","GO:0061977",NA
"mandibular condyle articular cartilage development","biological_process","GO:0061978",NA
"femoral head articular cartilage development","biological_process","GO:0061979",NA
"regulatory RNA binding","molecular_function","GO:0061980",NA
"3-hydroxykynureninase activity","molecular_function","GO:0061981",NA
"meiosis I cell cycle process","biological_process","GO:0061982",NA
"meiosis II cell cycle process","biological_process","GO:0061983",NA
"catabolite repression","biological_process","GO:0061984",NA
"carbon catabolite repression","biological_process","GO:0061985",NA
"negative regulation of transcription by glucose","biological_process","GO:0061986",NA
"negative regulation of transcription from RNA polymerase II promoter by glucose","biological_process","GO:0061987",NA
"karyosome formation","biological_process","GO:0061988",NA
"sperm karyosome formation","biological_process","GO:0061989",NA
"beta-ketodecanoyl-[acyl-carrier-protein] synthase activity","molecular_function","GO:0061990",NA
"obsolete ATP-dependent chaperone mediated protein folding","biological_process","GO:0061992",NA
"calcium:proton antiporter complex","cellular_component","GO:0061993",NA
"ATP-dependent protein-DNA complex displacement activity","molecular_function","GO:0061995",NA
"regulation of cardiac endothelial to mesenchymal transition","biological_process","GO:0061999",NA
"positive regulation of cardiac endothelial to mesenchymal transition","biological_process","GO:0062000",NA
"negative regulation of cardiac endothelial to mesenchymal transition","biological_process","GO:0062001",NA
"regulation of all-trans-retinyl-ester hydrolase, 11-cis retinol forming activity","biological_process","GO:0062002",NA
"negative regulation of all-trans-retinyl-ester hydrolase, 11-cis retinol forming activity","biological_process","GO:0062003",NA
"secondary palate development","biological_process","GO:0062009",NA
"primitive palate development","biological_process","GO:0062010",NA
"mitochondrial respiratory chain complex IV pre-assembly complex","cellular_component","GO:0062011",NA
"regulation of small molecule metabolic process","biological_process","GO:0062012",NA
"positive regulation of small molecule metabolic process","biological_process","GO:0062013",NA
"negative regulation of small molecule metabolic process","biological_process","GO:0062014",NA
"mitotic cohesin dsDNA (leading strand) loading","biological_process","GO:0062021",NA
"mitotic cohesin ssDNA (lagging strand) loading","biological_process","GO:0062022",NA
"collagen-containing extracellular matrix","cellular_component","GO:0062023",NA
"regulation of SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","biological_process","GO:0062025",NA
"negative regulation of SCF-dependent proteasomal ubiquitin-dependent catabolic process","biological_process","GO:0062026",NA
"positive regulation of SCF-dependent proteasomal ubiquitin-dependent catabolic process","biological_process","GO:0062027",NA
"regulation of stress granule assembly","biological_process","GO:0062028",NA
"positive regulation of stress granule assembly","biological_process","GO:0062029",NA
"negative regulation of stress granule assembly","biological_process","GO:0062030",NA
"filamentous growth MAPK cascade","biological_process","GO:0062031",NA
"cichorine biosynthetic process","biological_process","GO:0062032",NA
"positive regulation of mitotic sister chromatid segregation","biological_process","GO:0062033",NA
"L-pipecolic acid biosynthetic process","biological_process","GO:0062034",NA
"sensory perception of cold stimulus","biological_process","GO:0062035",NA
"sensory perception of hot stimulus","biological_process","GO:0062036",NA
"D-loop DNA binding","molecular_function","GO:0062037",NA
"positive regulation of pheromone response MAPK cascade","biological_process","GO:0062038",NA
"biofilm matrix","cellular_component","GO:0062039",NA
"fungal biofilm matrix","cellular_component","GO:0062040",NA
"positive regulation of meiotic sister chromatid arm separation","biological_process","GO:0062041",NA
"regulation of cardiac epithelial to mesenchymal transition","biological_process","GO:0062042",NA
"positive regulation of cardiac epithelial to mesenchymal transition","biological_process","GO:0062043",NA
"negative regulation of cardiac epithelial to mesenchymal transition","biological_process","GO:0062044",NA
"L-lysine alpha-aminotransferase","molecular_function","GO:0062045",NA
"dehydropipecolic acid reductase","molecular_function","GO:0062046",NA
"pipecolic acid N-hydroxylase","molecular_function","GO:0062047",NA
"lymphotoxin complex","cellular_component","GO:0062048",NA
"protein phosphatase inhibitor complex","cellular_component","GO:0062049",NA
"GPI-mannose ethanolamine phosphate phosphodiesterase activity","molecular_function","GO:0062050",NA
"lipopolysaccharide transport system","cellular_component","GO:0062051",NA
"starch granule initiation","biological_process","GO:0062052",NA
"fluoride channel activity","molecular_function","GO:0062054",NA
"photosynthetic state transition","biological_process","GO:0062055",NA
"compound eye pigment cell differentiation","biological_process","GO:0062056",NA
"L-aspartate:fumarate antiporter activity","molecular_function","GO:0062057",NA
"transcription factor TFIIH holo complex binding","molecular_function","GO:0062058",NA
"FACT complex binding","molecular_function","GO:0062059",NA
"NuA4 histone acetyltransferase complex binding","molecular_function","GO:0062060",NA
"TAP complex binding","molecular_function","GO:0062061",NA
"oligosaccharyltransferase complex binding","molecular_function","GO:0062062",NA
"BBSome binding","molecular_function","GO:0062063",NA
"box C/D snoRNP complex binding","molecular_function","GO:0062064",NA
"box H/ACA snoRNP complex binding","molecular_function","GO:0062065",NA
"PSII associated light-harvesting complex II binding","molecular_function","GO:0062066",NA
"chloroplast photosystem I binding","molecular_function","GO:0062067",NA
"chloroplast photosystem II binding","molecular_function","GO:0062068",NA
"GARP complex binding","molecular_function","GO:0062069",NA
"SAGA complex binding","molecular_function","GO:0062070",NA
"Pi Mi complex","cellular_component","GO:0062071",NA
"H3K9me3 modified histone binding","molecular_function","GO:0062072",NA
"histone mRNA stem-loop binding complex","cellular_component","GO:0062073",NA
"pollen aperture","cellular_component","GO:0062074",NA
"pollen aperture formation","biological_process","GO:0062075",NA
"acyl-CoA delta5-desaturase activity","molecular_function","GO:0062076",NA
"phenylacetyl-CoA 1,2-epoxidase complex","cellular_component","GO:0062077",NA
"TSC1-TSC2 complex binding","molecular_function","GO:0062078",NA
"ATG2-ATG18 complex","cellular_component","GO:0062079",NA
"inhibitory MHC class Ib receptor activity","molecular_function","GO:0062080",NA
"activating MHC class Ib receptor activity","molecular_function","GO:0062081",NA
"HLA-E specific inhibitory MHC class Ib receptor activity","molecular_function","GO:0062082",NA
"HLA-G specific inhibitory MHC class Ib receptor activity","molecular_function","GO:0062083",NA
"regulation of capsule polysaccharide biosynthetic process","biological_process","GO:0062084",NA
"positive regulation of capsule polysaccharide biosynthetic process","biological_process","GO:0062085",NA
"regulation of vein smooth muscle contraction","biological_process","GO:0062086",NA
"positive regulation of vein smooth muscle contraction","biological_process","GO:0062087",NA
"negative regulation of vein smooth muscle contraction","biological_process","GO:0062088",NA
"regulation of taurine biosynthetic process","biological_process","GO:0062089",NA
"positive regulation of taurine biosynthetic process","biological_process","GO:0062090",NA
"Ycf2/FtsHi complex","cellular_component","GO:0062091",NA
"Yae1-Lto1 complex","cellular_component","GO:0062092",NA
"lysophagy","biological_process","GO:0062093",NA
"stomach development","biological_process","GO:0062094",NA
"endoplasmic reticulum-peroxisome tethering","biological_process","GO:0062095",NA
"kinetochore disassembly","biological_process","GO:0062096",NA
"chemosynthesis","biological_process","GO:0062097",NA
"regulation of programmed necrotic cell death","biological_process","GO:0062098",NA
"negative regulation of programmed necrotic cell death","biological_process","GO:0062099",NA
"positive regulation of programmed necrotic cell death","biological_process","GO:0062100",NA
"peptidyl-aspartic acid 3-dioxygenase activity","molecular_function","GO:0062101",NA
"female germline stem cell symmetric division","biological_process","GO:0062102",NA
"pumilio-response element binding","molecular_function","GO:0062104",NA
"RNA 2'-O-methyltransferase activity","molecular_function","GO:0062105",NA
"regulation of protein localization to non-growing cell tip","biological_process","GO:0062107",NA
"negative regulation of protein localization to non-growing cell tip","biological_process","GO:0062108",NA
"regulation of DNA recombinase disassembly","biological_process","GO:0062109",NA
"negative regulation of DNA recombinase disassembly","biological_process","GO:0062110",NA
"zinc ion import into organelle","biological_process","GO:0062111",NA
"fatty acid primary amide biosynthetic process","biological_process","GO:0062112",NA
"early phagosome lumen","cellular_component","GO:0062113",NA
"phenyloplast","cellular_component","GO:0062116",NA
"LinE complex","cellular_component","GO:0062119",NA
"LinE complex assembly","biological_process","GO:0062120",NA
"linear element maturation","biological_process","GO:0062121",NA
"histone methyltransferase activity (H3-K37 specific)","molecular_function","GO:0062122",NA
"regulation of linear element maturation","biological_process","GO:0062123",NA
"4-hydroxybutyrate receptor activity","molecular_function","GO:0062124",NA
"regulation of mitochondrial gene expression","biological_process","GO:0062125",NA
"fatty acid primary amide metabolic process","biological_process","GO:0062126",NA
"fatty acid primary amide catabolic process","biological_process","GO:0062127",NA
"MutSgamma complex","cellular_component","GO:0062128",NA
"chitin-based extracellular matrix","cellular_component","GO:0062129",NA
"adhesive extracellular matrix","cellular_component","GO:0062130",NA
"3-butenylglucosinolate 2-hydroxylase activity","molecular_function","GO:0062131",NA
"regulation of L-glutamine biosynthetic process","biological_process","GO:0062132",NA
"negative regulation of L-glutamine biosynthetic process","biological_process","GO:0062133",NA
"positive regulation of L-glutamine biosynthetic process","biological_process","GO:0062134",NA
"low-density lipoprotein receptor complex","cellular_component","GO:0062136",NA
