genes,WTvsMu_lfc,WTvsMu_FDR,IRvsMock_lfc,IRvsMock_FDR,Interaction_lfc,Interaction_FDR
Nfam1,0.13431578,0.999574161,-0.84514264,3.94999E-08,0.189774917,0.485256523
Tpm3-rs7,-1.125132033,0.780289566,0.503769898,0.572176008,1.050208423,0.341896378
Gstm1,0.293683456,0.999574161,-1.524894389,0.002417429,0.880574216,0.248493503
Sez6l,0.902124168,0.999574161,-1.495543439,0.346595237,1.575916678,0.456838514
Arhgap35,-0.211896536,0.999574161,0.652541438,0.005856835,2.167492575,2.6221E-15
Cryzl1,-0.055363587,0.999574161,-0.021937834,0.965108858,-0.185169475,0.698857805
Kcnh1,-0.311762328,0.999574161,-0.306221787,0.870474653,0.763170869,0.732660021
Idi1,-0.072231612,0.999574161,2.595790582,2.3638E-19,-1.513390408,0.000122618
Serpina9,-0.260881714,0.999574161,-0.489565906,0.623215707,2.092117061,0.042057636
Espl1,0.572641375,0.892199085,0.354722186,0.479069143,-1.099625524,0.050213832
Dock1,0.023405495,0.999574161,-0.462758456,0.602054347,0.260915073,0.845632029
Abce1,0.02489372,0.999574161,2.176945077,7.98876E-25,-1.106319627,0.00013559
Gm6612,-0.23139932,0.999574161,1.236104158,0.148603009,-0.77526281,0.577638041
H2bc8,-0.076442663,0.999574161,0.187369694,0.754172934,-0.389852562,0.598188675
Rrp1b,-0.08047353,0.999574161,2.613487345,2.48872E-37,-0.944860587,0.00104074
Syt17,-0.082656049,0.999574161,-0.238389792,0.825185623,2.35582723,0.012617413
Cxcl2,0.593771215,0.999574161,-0.675447025,0.807663689,3.082147193,0.247642709
Btnl4,1.151810786,0.750629678,-1.209228397,0.14628,0.553033741,0.685268064
Znrf2,-0.106852672,0.999574161,-0.008136525,0.979838575,-0.366228803,0.278921867
Gm26920,0.056712787,0.999574161,4.091207019,0.029465338,-1.945470459,0.531756547
Gm8369,-0.528597823,0.15338099,-1.216950286,2.4144E-09,0.979368086,0.000406669
Wdr91,-0.196925297,0.999574161,-0.598684899,0.056396158,2.626260009,3.6481E-14
Scp2-ps2,0.095143634,NA,0.013552221,NA,2.95065306,NA
Gpc6,-0.03432404,0.999574161,-0.091161363,0.935027007,1.695691661,0.049551978
Cela2a,0.280514765,0.999574161,0.248550084,0.904527662,1.389803688,0.505107452
Tmod3,-0.079804634,0.999574161,-0.463472107,0.021427204,-0.200247811,0.552885954
Anks1b,0.242905555,0.999574161,-1.374138777,0.164641895,3.368680025,0.002135479
Gda,-0.742035801,0.999574161,-0.850170385,0.592298378,0.486309682,0.840161331
Gm17383,-0.16492904,0.999574161,0.94172913,0.639212239,0.807652409,0.775460725
Capn11,0.255503,0.999574161,-3.224179679,0.416617413,2.946386318,0.607339762
Nkx2-9,0.246743858,0.999574161,-0.887566472,0.119446619,0.841176829,0.299017397
4932411N23Rik,-0.274093619,0.999574161,-0.384386744,0.649594077,1.8575576,0.028944426
Tubb2a,0.514712585,0.93754633,0.082984715,0.896868845,-0.445946351,0.492917663
Fcer1g,0.558663754,0.833943571,-0.28458774,0.549679141,0.175202488,0.80518725
Cd300c,-0.997022478,0.536328212,-0.296632046,0.682019166,0.45745051,0.633664521
Kcnt1,0.694312708,0.999574161,3.512862105,0.018613705,-0.405892952,0.886503915
Kcnj14,0.259598306,0.999574161,3.805862043,0.00062099,-1.022131318,0.607978961
Zfp958,-0.131627625,0.999574161,0.99178268,0.002511749,1.638986375,7.63576E-05
Thra,-0.743565014,0.15444969,-1.049378641,0.000578506,1.097626256,0.008137985
Rnf169,-0.225506093,0.999574161,0.337642233,0.240478625,2.380827603,5.59985E-16
H1f5,0.098736947,0.999574161,-0.562628168,0.146440438,-0.391841448,0.512524416
Nfe2,0.611724761,0.999574161,-0.067646674,0.946102439,-0.112291934,0.91826984
Hspd1-ps3,-0.09557295,0.999574161,2.555400255,0.062170642,-1.191940669,0.607339762
Pirb,-0.039157062,0.999574161,-1.109374718,9.67305E-06,0.484045925,0.216704086
Opn1sw,-0.688402174,0.999574161,0.327208222,0.775782416,0.17777295,0.912076675
Rps27a-ps2,-0.08871277,0.999574161,-0.701944309,0.473247924,0.553243993,0.70513031
Zfp708,-0.445020241,0.989253296,1.162640311,0.000586844,-1.038408106,0.029456364
Gm10051,0.024356753,0.999574161,0.947613346,0.724883324,0.285807336,0.944240326
Gm10052,-0.003302136,0.999574161,1.299810007,0.001926788,0.372601503,0.618980819
Gm10053,0.041003701,0.999574161,2.260660423,2.97318E-09,-1.019015371,0.073231488
Gm2174,5.270407669,0.999574161,0.224015381,0.979838575,-4.680745815,NA
Cfi,-0.505387767,0.999574161,1.921363348,0.369897372,2.934673597,NA
Tlcd3b,-1.15846647,0.999574161,1.647578287,0.519284914,2.376740984,NA
Sh2d3c,-0.094141452,0.999574161,-1.124053673,1.10469E-05,1.416172302,1.81451E-05
Kcp,-0.438629107,0.999574161,0.128163826,0.936246468,0.98039285,0.518541742
Eno1b,-0.388756423,0.999574161,-0.286447794,0.910486859,0.461101288,0.878354468
Frem1,-0.930614135,0.999574161,0.046407954,0.978578441,0.857628031,0.625718341
Tma7-ps,-1.111165619,0.999574161,0.256137234,0.856296261,2.249663276,0.081814847
Fcgr4,0.777882964,0.593932763,-0.312589048,0.580230263,-0.078733949,0.930044587
Ifitm6,0.392154049,0.999574161,-0.427540798,0.585976861,-0.181072774,0.878354468
Zfp945,-0.140299693,0.999574161,-0.619668619,4.37459E-05,0.157178963,0.563738892
Mfsd4a,-0.067660318,0.999574161,-0.210726275,0.350461509,-0.10544335,0.770823
Skap2,-0.040349197,0.999574161,-0.369924104,0.047159556,-0.057132835,0.871917106
Gm12715,-0.548559865,0.999574161,1.938152225,0.401731783,5.295799981,0.044784836
Ppp1r2-ps4,-1.349325704,0.999574161,-5.948457717,0.227364071,8.935302027,0.149765669
Septin9,0.355846329,0.242047705,-0.439923371,0.005956106,0.058533389,0.853469602
Naa38,0.031204078,0.999574161,0.830299905,0.012941729,-0.810118049,0.081814847
Slc27a4,0.055309858,0.999574161,-0.077523742,0.888489774,-0.368431894,0.523008367
Hopx,0.057053621,0.999574161,-0.195307292,0.580280797,-0.931543246,0.012462448
Slc14a1,-0.453597897,0.892199085,-0.972816272,0.002002351,1.02845448,0.015715361
Mamld1,-0.086441973,0.999574161,0.118933303,0.963495365,0.583077237,0.821919196
Ppp2r5d,-0.035304689,0.999574161,1.294766326,2.70715E-07,1.300698789,9.50351E-05
Fxyd2,-0.74988355,0.999574161,-0.872371967,0.570287482,-0.189924964,0.941067506
Gm8116,-0.226279804,0.999574161,2.047470715,0.003896342,1.139102598,0.301312358
Gm7331,-0.217276182,0.999574161,0.113575473,0.94505355,-0.380696722,0.831943165
B3gnt8,-0.352434625,0.999574161,-2.486363895,3.67931E-17,1.395579706,0.00062342
Nhs,0.24982767,0.999574161,0.447890527,0.488010474,-0.811941462,0.320599631
Fcgr3,0.465741083,0.999574161,-0.88103867,0.024234131,0.299785811,0.660762851
Uqcr10,-0.031799548,0.999574161,1.380051751,0.0001812,-0.567635121,0.341792231
Trp53,1.782178742,1.303E-25,1.987709644,6.62197E-26,-1.110931502,1.12214E-05
Gm5292,0.177656138,0.999574161,0.256901234,0.79695135,-1.146295829,0.284957651
Cbx3-ps7,-6.208475868,0.999574161,-5.938312363,0.366475523,14.6007462,0.057022615
Stfa2l1,1.988556925,0.999574161,-0.379963433,0.892517035,1.104853592,0.7173949
Mif-ps6,-0.177032112,0.999574161,1.111475283,0.451810832,-0.001129623,0.999635691
Akap17b,-0.419835167,0.843902525,-1.103179305,5.68683E-05,-0.170220656,0.753971258
Rcan3,-0.083783403,0.999574161,-0.63088158,0.016503004,0.134529444,0.785188086
Flot1,-0.109486225,0.999574161,-1.123649959,0.001030309,0.539089585,0.321581555
Ndufs8,-0.153823513,0.999574161,0.852438769,0.001093393,-0.574806763,0.133851897
Myl3,0.354174459,0.999574161,-0.982674721,0.171539424,0.955807599,0.341792231
Fdps,-0.295495045,0.999574161,2.367939836,4.79056E-18,-1.777388252,9.54327E-07
Rpl13-ps6,0.192916822,0.999574161,-0.251638692,0.676346119,-0.211294604,0.803662609
Nrm,-0.266031635,0.999574161,-0.675328429,0.003386474,-0.786337521,0.011529779
Rgs3,0.370533029,0.763859855,-0.570023319,0.017002148,0.484056759,0.154589564
Kcng2,0.566297305,0.999574161,-1.082282645,0.281844274,0.869656905,0.550608022
Hydin,0.835179441,0.999574161,1.189396749,0.670602484,2.666246607,0.393023414
Ntng1,1.426915101,0.999574161,1.227050785,0.608108162,1.0537875,0.746827952
Olfr1393,-0.400680623,0.999574161,2.47610744,0.073378477,1.199492347,0.604174838
Ptp4a3,0.029588624,0.999574161,-0.89739799,0.000288136,2.621525822,2.92549E-19
Zfp930,-0.016787303,0.999574161,1.049039626,2.23869E-05,-0.978154726,0.003982633
Hspa2,-0.197643822,0.999574161,0.40776008,0.279157912,2.055938962,1.95489E-07
Ntm,-0.243263951,0.999574161,-0.151275975,0.886046665,2.038059731,0.018792024
Atxn7l3,-0.197258689,0.999574161,0.896057478,0.000380036,-0.743063146,0.035721533
H2aj,-0.005884812,0.999574161,0.655134089,0.027686134,1.775644054,3.96427E-07
Tmem26,0.180781339,0.999574161,-0.027417525,0.945770364,-0.466099265,0.144206015
Alox5ap,0.503670802,0.999574161,-0.321915967,0.56724118,-0.21738689,0.791350071
Psma3,-0.03314295,0.999574161,1.248980593,4.3766E-08,-0.794066115,0.014015385
Rp2,-0.03806162,0.999574161,1.003234716,1.65113E-06,-0.806608059,0.005426806
Amd-ps3,-1.098096564,0.999574161,1.752329099,0.24982103,2.11739371,0.308483678
Prmt7,-0.231647287,0.999574161,2.148991236,6.79985E-17,-0.698086364,0.073742281
Gm10076,-0.998062744,0.999574161,0.560916565,0.838466295,3.957013838,0.123084084
Serpinb6a,0.286755512,0.999574161,-0.437950232,0.25605525,0.265982627,0.661497913
Myh13,-1.267895887,0.999574161,0.350216962,0.902495445,1.784321699,NA
Gm11353,-0.645770133,0.999574161,0.357836096,0.800659611,0.074312512,0.972143486
Zfp462,-0.793474758,0.999574161,-0.102409161,0.955606999,1.408330834,0.360869626
Arrb2,-0.00260012,0.999574161,-0.018650557,0.955345349,-0.649106261,0.005122119
Bckdha,-0.333418751,0.999574161,-0.620133645,0.042712283,0.628072635,0.139270244
Chst8,0.383570714,0.999574161,2.048175668,0.265222711,0.479026393,NA
Rps16-ps2,0.061484849,0.999574161,-0.867979811,0.010545059,0.745885148,0.120954999
Sntb1,0.232539446,0.999574161,-0.131426562,0.91620567,1.075602909,0.351713432
Sycp2,1.775089973,0.999574161,0.315723821,0.904527662,1.279509981,0.637073757
Adgrg3,0.312641511,0.999574161,1.913354493,0.05131442,-0.93149041,0.566293694
0610040J01Rik,-0.179709279,0.999574161,-1.201784918,0.043755269,1.334939108,0.096770351
Dcc,-0.7453936,0.999574161,1.05529776,0.861037132,3.854760596,NA
Tmem219,-0.046560562,0.999574161,-0.249051064,0.230101436,-0.191212709,0.54586235
Tnfrsf19,-0.667685697,0.980490136,1.564254639,0.002002849,-0.778063242,0.337499966
Ifitm2,0.323781068,0.999574161,-0.091276266,0.917764051,0.379120056,0.691130347
Eno3,-0.794242274,0.15444969,0.328197141,0.404768317,0.263296366,0.653079716
Nkpd1,-1.118351883,0.999574161,0.504765196,0.760431856,1.090925544,0.598856381
Atp8b2,-0.040117937,0.999574161,0.223908917,0.233235585,-0.550776688,0.013226266
H4c3,-0.703896039,0.15444969,-0.563957344,0.06625784,0.608246651,0.14945933
Slc9a6,-0.070402626,0.999574161,-0.040708878,0.932371205,-0.406055453,0.344239067
Cd302,0.385970678,0.936330855,-0.415819053,0.206708129,0.051703709,0.93230446
Plekhh1,-0.22688396,0.999574161,0.989919265,0.008520246,1.170743942,0.019313341
H3f3a,-0.295996341,0.999574161,-0.125382571,0.733385138,-0.289363663,0.512443926
Tsga10,-0.368361431,0.999574161,-0.581964155,0.082526601,0.298806856,0.587397824
Gmfg,-0.263831146,0.980490136,-1.67260523,3.75606E-18,0.575598973,0.045385702
Tssk5,-0.545949309,0.999574161,1.337186994,0.028255125,-0.34371625,0.762004667
Gstp1,0.156281083,0.999574161,0.780397165,0.029196453,-1.005759775,0.033653556
Gm10088,-0.694186237,0.999574161,1.102657368,0.181679735,0.640070839,0.633932492
Arr3,-0.893368068,0.999574161,0.781966945,0.60036684,1.018913317,0.617674933
Arl1,0.009190236,0.999574161,0.952823267,2.86714E-06,-0.902619723,0.001075673
Trmt61a,-0.179785905,0.999574161,2.726935431,8.4907E-30,-0.748677697,0.037519862
Tdrd5,0.34619698,0.999574161,1.581362069,0.100601718,0.274115506,0.87633657
Gm11847,0.511896997,0.999574161,0.952202185,0.592437809,-0.325413938,0.905442521
Copz1,-0.082361118,0.999574161,1.055825918,0.000920072,-0.690183377,0.141529438
Rrs1,0.109084087,0.999574161,2.318958305,5.94414E-48,-0.588921155,0.011314783
Myl4,-0.019776489,0.999574161,0.50150867,0.05150063,-0.867538901,0.008292859
Maml3,-0.376562658,0.999574161,-1.098474964,0.000293704,1.123266057,0.006267218
Rpl15-ps3,-0.511492042,NA,-1.037119175,NA,0.028134285,NA
Gm14173,0.824183421,0.999574161,0.466285879,0.813274704,0.073707998,0.980057555
Rag1,-1.027060933,0.706064219,-1.781019317,0.003709661,-3.035029794,0.000650679
Cxcl12,-0.635591382,0.999574161,0.112251253,0.93034196,0.746204064,0.552350421
Nuggc,1.418503446,0.751787836,-0.507185943,0.680208386,-0.61954561,0.706793936
Phf5a,-0.105465504,0.999574161,1.435155354,2.43585E-05,-0.917303672,0.063404275
Zfp873,-0.241509803,0.999574161,0.112216818,0.812690679,-0.169104916,0.776965338
Uba52-ps,-0.803181846,0.999574161,-0.156300614,0.969449692,0.443222995,0.914409096
Zcchc14,-0.165983109,0.999574161,-0.501772538,0.441067669,0.367609009,0.71019687
Stx17,-0.231640794,0.999574161,-0.535619666,0.006545445,0.296012829,0.337637169
Mrps36,-0.065295068,0.999574161,1.387331156,1.26047E-07,-0.882695264,0.018565236
Snrpa,0.173447816,0.999574161,2.06517569,4.40642E-17,-0.956370187,0.006476077
Cox5b,-0.026978359,0.999574161,1.442808265,4.34171E-07,-0.620772816,0.156305418
4921509C19Rik,-0.105900601,0.999574161,0.043551188,0.98988538,2.911149701,NA
Orm2,-0.225043142,0.999574161,-0.38610589,0.412293602,-0.210908892,0.775460725
Wdr61,-0.20792602,0.999574161,1.573156567,1.03434E-07,-0.07485514,0.905442521
Ksr2,0.287239641,0.999574161,-0.873294461,0.016959754,0.564619347,0.308680465
Akap6,1.026059103,0.999574161,-0.321660342,0.886208292,1.194626989,0.616638351
U2af1,0.007344105,0.999574161,1.846473545,5.84786E-32,-0.780075851,0.000359521
H2ac4,0.638826164,0.916706825,0.420789947,0.468591784,-1.525539055,0.01525905
Gdpd1,0.442947062,0.980490136,-0.943244903,0.011345712,0.446092384,0.457246834
Rpl21-ps8,-0.346754871,0.999574161,-0.324265673,0.744127276,0.835282151,0.472390017
Gm2423,2.142367193,0.999574161,-4.141816304,0.182038731,-1.552816632,NA
Cyp2d22,-0.257551627,0.999574161,-1.512291978,2.45675E-05,1.253959977,0.011139852
Slc22a12,-0.56410444,0.999574161,-1.813355407,0.038017811,4.248788979,3.82725E-05
Kalrn,-0.348707493,0.999574161,-0.376335951,0.52155685,0.470831744,0.554598549
Akr1b10,0.051207244,0.999574161,-1.056484684,0.000287156,3.348715342,7.80697E-23
Mospd2,-0.041485891,0.999574161,0.013314171,0.978051003,-0.432381169,0.2545195
Rufy4,0.796525448,0.999574161,0.098439716,0.960782146,0.666280193,0.722826462
Ces2c,0.222846158,0.999574161,0.473654353,0.888489774,-0.2730222,0.951040844
Gm6311,0.043447518,0.999574161,2.082144573,0.055401465,0.118220783,0.957384213
Suclg2,0.025166349,0.999574161,1.856332729,1.45538E-17,-0.16031969,0.713964783
Gm53056,1.28356945,0.146018554,-0.732579916,0.236046699,-0.010092674,0.991959035
Gm6822,-0.380141289,0.999574161,-0.388862243,0.767919944,0.354794055,0.84632106
Gm14292,-0.141274427,0.999574161,1.447804558,0.205702242,1.028687158,0.558307706
Serpina10,0.340328519,0.999574161,-0.2515044,0.845306075,2.788125867,0.011841221
Flot2,0.01836302,0.999574161,-1.058172671,0.000112097,0.522484866,0.217652425
Rps12,1.303195885,0.999574161,3.059425172,0.17867378,-0.805885385,0.843432247
H2ac10,0.266837121,0.999574161,0.183211988,0.776466555,-0.928652475,0.151210764
Zfp13,-0.786226999,0.999574161,-1.369412462,0.365243621,3.207489556,0.064782863
Gmfb,-0.164361305,0.999574161,0.283999577,0.392064502,-0.784477855,0.038129781
Irgc1,-0.126404161,0.999574161,-1.270996938,0.002069183,0.25817119,0.744352511
Gm10108,0.463371045,0.999574161,2.36295459,0.000213534,-1.903814113,0.034089281
Iah1,-0.25413979,0.999574161,1.54897788,1.15087E-05,-0.690216275,0.210221432
Pgk1,-0.041567756,0.999574161,1.642450531,7.00886E-07,-1.233483758,0.00749396
Lmnb2,-0.013904739,0.999574161,2.354464163,1.81802E-20,-0.6991069,0.069604236
Qk,-0.122695514,0.999574161,0.043160861,0.899426883,-0.308675727,0.340596416
Gm6055,-0.253257784,0.999574161,-0.120814246,0.924546561,0.755483208,0.550307283
Cd200r4,1.058298909,0.76531709,0.349779136,0.707248626,-0.505873828,0.676812765
Rpl13a-ps1,-0.143817004,0.999574161,-0.336828457,0.812223125,-0.195192826,0.919576484
Gm10110,-1.460421361,0.999574161,0.516336908,0.763101275,1.126663871,0.598575874
Btbd3,-0.191327685,0.999574161,-0.868329142,0.224619847,0.012311426,0.991959035
Cttnbp2nl,0.164887938,0.999574161,-0.989339901,0.080338097,0.63960869,0.465763555
Hs6st2,-1.063492793,0.995037433,-0.408413569,0.730438066,1.055854617,0.448511556
Gspt1,0.016540293,0.999574161,1.702400003,2.42365E-23,-0.916773403,8.51885E-05
Olfr1373,-0.045779909,0.999574161,6.397355033,0.002848885,1.241049762,0.760429372
Erbb4,-0.045715089,0.999574161,0.224335425,0.978218248,5.88559582,NA
Tnfaip8,0.001758519,0.999574161,-0.177623502,0.363418397,-0.550818222,0.012151127
Cks2,0.439117671,0.999574161,1.8208158,2.99222E-05,-1.818001484,0.002113704
Gm6030,-0.375737544,0.999574161,0.689386074,0.5102049,0.665329812,0.656151411
Nectin2,-0.010802523,0.999574161,-0.759795678,0.457586897,0.455797611,0.771228648
Rpp25,1.505222216,0.999574161,6.05880835,0.001442146,-3.705251241,0.158841277
Erbb2,0.033192626,0.999574161,-1.13938705,0.062632591,0.081506766,0.947821181
Serpinb2,-0.858062511,0.999574161,-0.253615287,0.903003778,2.19206414,0.251610336
Itgb1bp1,-0.225414478,0.999574161,0.978553497,9.54356E-05,-0.680944971,0.059846091
Gm15772,0.313812955,0.999574161,0.745104266,0.599217859,-1.478388474,0.398875262
Otof,-0.75091299,0.999574161,-1.202213161,0.789773379,7.294423179,NA
Tmem65,0.046357145,0.999574161,-0.6698193,0.056306741,0.086198333,0.899216704
Hsd3b3,1.196712531,0.999574161,-0.607171988,0.726457868,-0.182316395,0.943186572
Arf2,-0.077928478,0.999574161,0.471688453,0.132318373,-0.724634495,0.073742281
Cyp26c1,-0.089634959,0.999574161,-0.801772405,0.282588596,0.081357409,0.95324521
Adam1b,-0.749817999,0.999574161,0.764319451,0.646847231,1.009265917,0.653079716
Rpl9-ps6,-0.982530249,NA,0.735368251,NA,4.9502525,NA
Ctrc,-0.460848589,0.999574161,-0.733284931,0.231937691,-0.091350435,0.935773091
Acat3,-0.205163658,0.999574161,1.24031435,0.000151571,-0.661048717,0.191015659
Ifit3b,-0.001491781,0.999574161,-1.00770165,0.005516163,0.618428586,0.262374737
Fabp4,0.110597017,0.999574161,-0.763353864,0.285162215,1.477923916,0.089798662
Ncr1,0.193314833,0.999574161,-0.176896217,0.839579288,0.067733707,0.954922392
Tlr12,-0.42212448,0.999574161,-1.596313528,4.43458E-06,0.709309277,0.191652361
Gm12751,-0.684445787,0.999574161,1.512948884,0.213029442,-0.62459704,0.760446971
Cnr2,-0.110685062,0.999574161,0.284482145,0.321955502,-0.917850516,0.00449557
Tubb4a,0.000548058,0.999574161,0.051539606,0.933546474,-0.539853025,0.326226304
Rps3a2,0.633204122,0.999574161,1.57647496,0.269893424,-0.983769419,0.660471265
2310039H08Rik,-0.298446448,0.999574161,1.484534984,4.55902E-06,-0.403551621,0.475870615
Btnl1,-0.531372809,0.999574161,-0.994818002,0.102409739,-0.153647999,0.896090773
Ganc,0.006744372,0.999574161,-0.980499284,1.44122E-13,0.242176349,0.266737718
Ncs1,-0.096595769,0.999574161,2.628393013,9.74685E-06,-1.126055697,0.237429606
H2bc12,0.334883601,0.999574161,-0.040712746,0.965108858,-1.300915049,0.050140655
AI413582,-0.226595673,0.999574161,-0.16692852,0.732605822,-0.222465294,0.73462102
Gm16477,-1.479025206,0.999574161,0.607034332,0.787263079,1.321064285,0.633932492
Ei24,0.212148269,0.999574161,0.44330116,0.099019261,3.230411173,2.73522E-30
Csprs,0.818217803,0.012522385,-0.935659729,0.00027267,0.164823961,0.739434712
Kcnc3,-0.289231849,0.999574161,1.316814817,6.68751E-07,1.064174498,0.003629087
Actg1,0.06405821,0.999574161,-0.109839798,0.81312152,0.039406002,0.951893981
Gm14176,-2.754929575,0.999574161,-0.503120057,0.963495365,4.81888258,0.630923844
Phactr2,0.186414783,0.999574161,-0.494365303,0.196264394,0.233204806,0.714198055
Impdh2,-0.04440454,0.999574161,2.405948412,6.98991E-18,-0.942197561,0.020409272
Rpl31-ps11,0.188444588,0.999574161,1.093020471,0.355111504,-0.366046709,0.854657456
Klhl24,-0.263600933,0.999574161,-1.562737576,2.32707E-11,0.799246557,0.017153493
Hdac10,-0.239245481,0.999574161,-0.207034319,0.609271257,-0.05996106,0.922962434
Gm10123,0.236158982,0.999574161,1.952407631,2.64216E-09,-0.812913096,0.101415588
Mtap,0.073231433,0.999574161,2.025330343,1.34906E-24,-1.498193511,6.79256E-09
Kdr,-0.276810278,0.999574161,-0.112860325,0.857384259,0.022812126,0.980057555
Cped1,-0.223784015,0.999574161,-0.427882668,0.761573356,0.992603276,0.557162792
Mrpl42,0.171076802,0.999574161,2.061434619,9.33267E-15,-1.329293203,0.000266453
Ica1,0.085990056,0.999574161,1.399167684,0.115167249,0.165613811,0.920855668
Ccni,-0.140204829,0.999574161,-0.659176416,0.000499481,-0.402815905,0.153439929
Mapk3,-0.053574558,0.999574161,-0.566859509,0.05026992,-0.493069161,0.242387178
Csn2,0.288424271,0.999574161,-0.463683475,0.676575549,-0.155544786,0.925393983
Cd300lb,-0.391877579,0.999574161,-1.237859729,0.048698564,1.514596394,0.070661107
Ldha,0.053470388,0.999574161,2.096876222,8.27948E-24,-1.484984885,5.4909E-08
Gvin-ps7,-0.012555981,0.999574161,-0.694403404,5.17503E-06,-0.375945592,0.096963505
Rpl27,-0.270060669,0.999574161,1.558735415,6.17967E-07,-0.507246075,0.324816636
Usp31,-0.127249633,0.999574161,1.898600768,2.67897E-12,-0.937638197,0.016336139
Krr1,-0.025307344,0.999574161,1.648446495,4.98989E-16,0.305996021,0.381429191
Zfp947,-0.134947162,0.999574161,-0.282876848,0.566947044,0.065815753,0.934739668
Stk24,-0.146594942,0.999574161,-0.536737623,0.003683159,0.131858995,0.700727598
Gm10131,-0.196737361,0.999574161,1.743701701,1.77324E-08,-0.709885969,0.135497396
Gm7117,0.162899196,0.999574161,0.679530806,0.705339935,-0.438746916,0.865383281
Ube2d2b,-0.132277768,0.999574161,-1.091469586,0.077654785,0.050344655,0.969014222
Lrmda,0.425704908,0.999574161,-0.280316298,0.721428533,-0.128510223,0.909246654
Gm5616,-20.30559919,NA,0.384369719,NA,21.64220477,NA
Gm10132,-0.205984298,0.999574161,1.467506396,0.162271937,-0.994286273,0.54586235
Jazf1,-0.184116943,0.999574161,-1.022244361,0.013984095,0.447068919,0.520894193
Gng8,-1.476023771,0.999574161,0.200501635,0.970298734,6.59082773,NA
Gm10135,0.042630592,0.999574161,-0.413791174,0.816653203,0.502698778,0.829967507
Zbtb18,-0.109543677,0.999574161,0.311951958,0.302729962,-0.433509092,0.278569477
Olfr98,1.266985077,0.121645895,-1.470706996,0.004416756,0.021593345,0.984939025
H2ac21,-0.581785967,0.741967236,-0.132360195,0.804231944,-0.024419449,0.975988636
Cycs,0.035554538,0.999574161,1.737671317,3.4648E-21,-0.704977778,0.007691209
Rnf217,-0.219134427,0.999574161,-0.359380048,0.732161603,0.411141833,0.771267667
Chchd1,-0.095495491,0.999574161,1.823221081,1.01974E-11,-0.935490067,0.015138579
Hspbp1,-0.10970904,0.999574161,1.767367037,6.24551E-07,-0.58363408,0.315792258
Alms1,-0.080112062,0.999574161,0.006815133,0.981476684,-0.522235412,0.072538507
Arl9,0.542237974,0.999574161,2.393690646,0.000714786,0.643659946,0.603933068
Gm6065,-1.001686599,0.999574161,1.40532081,0.229902923,0.534794392,0.792416277
Gpx1,-0.169752775,0.999574161,-0.080493556,0.859467085,-0.268450669,0.599595904
Slc24a3,-0.195443371,0.999574161,0.454191322,0.820849986,1.55788362,0.477812795
Ptcd3,-0.448571202,0.999574161,0.531514744,0.224011455,-0.200402646,0.785523775
Gm6498,0.658467913,0.999574161,1.480153883,0.233894974,0.071391083,0.976378849
Gm7964,0.051130535,0.999574161,1.279967298,0.36297378,-0.784092179,0.725156244
Klk1,-0.129964573,0.999574161,0.111943698,0.916852815,-1.48566045,0.11051813
Srrm4,0.380122561,0.999574161,0.647279121,0.773252976,1.883196298,0.448568364
Pepd,-0.183765433,0.999574161,1.462770096,6.46963E-07,-0.218518222,0.702625073
H2ac19,-0.243863929,0.999574161,-0.389434049,0.307982655,0.003792249,0.995285509
Ipcef1,0.169458254,0.999574161,-0.741499638,4.93657E-05,0.476687396,0.072257199
Hcst,0.111024685,0.999574161,-1.053579884,0.000595228,-0.070004879,0.911683896
Rhox8,0.268419893,0.999574161,-0.16900227,0.845262197,0.993118044,0.24299174
Zfp69,0.011967255,0.999574161,-0.881588018,0.021722632,0.793978919,0.142184254
Rab44,0.424918519,0.999574161,0.542597905,0.496889415,1.846945002,0.029952352
Prol1,0.675612017,0.999574161,0.224311434,0.976796603,5.318564947,NA
Izumo1,0.396648753,0.999574161,-0.876176309,0.431405459,1.656040149,0.213558881
NA,0.386006395,0.999574161,-0.169728059,0.813274704,-1.039241684,0.133955382
Gm4735,-1.470427092,0.999574161,-5.948906255,0.372789018,2.05986346,NA
Gm10145,0.439397463,0.999574161,3.893579974,0.413028411,-2.193354937,0.766716173
Ano6,-0.017829085,0.999574161,-0.949256937,1.52303E-10,0.445943061,0.040348548
Ifi27,-0.048746241,0.999574161,-0.890771542,0.00191679,0.353819297,0.460445721
Paqr9,0.431333524,0.747306229,-0.704682864,0.009759906,-0.27956793,0.545713622
Chil1,2.110713944,0.259753451,0.749881924,0.546036993,-0.631033055,0.721115253
Ethe1,0.19603396,0.999574161,-0.039718953,0.94505355,-0.400519911,0.433796962
Gimap8,-0.132425616,0.999574161,-0.462270401,0.012981166,-0.258806813,0.374801346
Zfp428,-0.229956417,0.999574161,1.800251984,1.57222E-05,0.782994714,0.234217447
Hvcn1,-0.281350804,0.999574161,0.054113382,0.919383545,-0.539670693,0.25906919
H4c12,-0.030564175,0.999574161,-0.417476613,0.467791279,-0.543971147,0.483096934
4921528I07Rik,-0.520540698,0.999574161,0.945463534,0.516011128,3.024366991,0.057917848
Gm10146,-0.395618152,0.999574161,2.12997772,6.44791E-05,-0.631059244,0.49548863
Siva1,-0.059037312,0.999574161,1.339427913,0.000159577,0.320237109,0.620938649
mt-Co2,0.119485598,0.999574161,0.422196434,0.703269632,1.450953811,0.230690001
